Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Tree
2976,7,509,45,3599,1022,Other
2747,6,150,22,1380,2182,Other
2703,8,319,1,666,1813,Spruce
3073,20,216,-12,4133,2624,Other
2932,9,124,16,4860,342,Other
2889,24,277,43,2605,2315,Other
3146,9,192,33,3755,3099,Spruce
2651,9,127,3,335,1559,Other
2942,12,323,-45,4552,2051,Other
2534,2,247,13,234,1395,Other
2774,7,306,39,1691,2621,Other
2732,9,0,0,1566,2455,Other
2916,12,67,7,4975,1507,Other
2744,18,42,13,1531,2334,Other
2711,6,108,9,845,1803,Spruce
3021,8,201,26,4134,2493,Spruce
3032,12,277,71,5328,671,Other
2904,26,30,9,4975,256,Other
2866,6,242,46,2335,2730,Other
2539,6,120,-3,446,1208,Other
2895,13,60,10,4236,514,Spruce
2903,10,443,42,2766,2219,Other
3086,10,319,36,3684,2970,Spruce
3083,5,256,49,3776,2850,Spruce
2924,6,255,50,3095,1855,Other
2740,15,162,10,1442,2151,Other
3109,16,319,55,3599,3031,Spruce
2935,16,67,22,4198,457,Other
2914,4,391,41,2989,1995,Other
2686,2,0,0,616,1383,Spruce
2564,18,67,21,680,1052,Other
3010,16,484,159,5519,760,Other
2753,6,90,-3,1897,2791,Other
2719,5,67,-3,1194,1848,Spruce
2699,1,60,4,834,1510,Spruce
2925,5,424,51,3066,1948,Other
2821,13,242,60,2134,3013,Spruce
2754,11,85,19,1588,2148,Other
2693,12,120,0,828,1383,Other
2674,7,234,-2,626,1116,Other
3178,6,306,46,3209,3398,Spruce
2826,13,234,55,2174,2970,Spruce
2725,8,0,0,1490,2026,Spruce
2961,20,150,47,3636,1218,Other
2939,7,342,57,3234,1812,Other
2761,10,42,4,2117,3019,Other
2764,6,175,20,1816,2307,Other
2971,22,361,158,4671,258,Other
2992,8,67,0,4095,589,Spruce
2525,7,67,-8,706,916,Spruce
2750,4,0,0,2154,2976,Other
2742,7,30,2,1597,2033,Spruce
2695,7,285,1,819,1104,Other
2993,10,300,16,4663,175,Other
2972,16,210,20,4200,2112,Other
2931,14,391,50,3078,2093,Other
2868,2,108,14,2616,2470,Other
2976,3,212,95,5365,900,Other
2926,12,324,45,3055,2093,Other
2853,9,42,9,2755,2329,Spruce
2719,11,277,-10,1092,1302,Other
2624,14,127,14,911,655,Other
2985,9,295,53,4375,1900,Other
2909,10,120,6,4759,1499,Other
2911,30,108,52,5485,811,Other
2780,14,85,13,2335,2952,Other
2854,7,0,0,5493,703,Other
2856,14,0,0,5468,684,Other
2997,5,30,1,4248,573,Spruce
3152,9,120,13,2928,3526,Spruce
2945,10,175,42,4542,1717,Other
2821,14,30,-4,2496,2704,Spruce
3002,4,258,22,4690,120,Other
3030,14,85,22,4414,408,Spruce
3041,13,323,76,3971,2308,Other
2878,20,30,15,5493,872,Other
2770,12,120,7,1528,1652,Other
2733,15,582,20,1092,900,Other
3159,15,150,20,2881,3518,Spruce
3123,12,342,33,3544,2758,Spruce
2673,14,240,56,1084,553,Other
2787,9,30,2,1964,2136,Spruce
2544,7,247,-16,1020,531,Other
3162,10,190,23,2871,3501,Other
2998,24,124,39,4140,2117,Other
2972,7,90,16,4242,920,Other
2859,5,42,-1,2881,2250,Spruce
2851,17,255,37,2599,2771,Other
2601,11,162,-18,1243,342,Other
2814,9,201,48,1829,1884,Other
3025,7,234,17,4437,726,Other
2955,13,42,3,4224,2039,Other
2869,15,120,13,2898,2310,Spruce
3067,11,242,43,3491,2771,Spruce
2905,3,95,11,4859,1490,Other
3001,6,323,43,3929,1371,Other
2712,12,391,88,1351,560,Other
3050,10,124,26,3538,2719,Spruce
2882,10,0,0,5639,1040,Other
2962,9,150,4,3840,1320,Other
2762,9,658,1,1529,900,Other
3041,12,60,4,3476,2781,Spruce
2984,11,153,26,3967,1245,Other
3090,14,124,46,3270,2986,Spruce
3008,16,42,7,3719,2549,Spruce
2900,17,42,6,5655,1116,Other
3014,21,285,115,5432,834,Other
2898,7,30,6,4919,1552,Other
2898,3,60,4,4948,1533,Other
2834,15,247,36,1897,1561,Other
2780,5,582,21,1616,902,Other
2896,7,30,5,4911,1575,Other
2898,3,60,6,4941,1556,Other
2838,14,85,22,2379,2252,Spruce
2802,11,540,18,1699,1084,Other
2891,8,0,0,4875,1617,Other
2902,3,67,4,4963,1560,Other
2853,10,350,55,2109,1834,Other
3025,15,342,112,5307,1396,Other
2960,20,150,41,3479,1663,Other
2932,15,85,19,3432,1734,Other
2896,8,30,3,4803,1702,Other
2905,8,42,-3,4979,1590,Other
2921,20,108,8,5066,1539,Other
3046,15,134,31,4530,1055,Spruce
2752,11,418,65,1684,626,Other
2904,13,30,5,4855,1687,Other
2906,10,212,42,3070,2513,Other
2756,10,420,5,1717,664,Other
2666,14,212,19,1176,228,Other
2654,11,272,7,1116,258,Other
2975,40,474,0,4118,2250,Other
3131,13,618,85,5272,872,Other
2913,16,95,14,4784,1771,Other
2908,2,30,1,4954,1689,Other
2910,4,42,2,4983,1673,Other
2770,3,330,11,1820,808,Other
2914,11,0,0,4889,1747,Other
2905,1,30,-3,4948,1714,Other
2917,11,108,4,5037,1667,Other
2924,10,134,11,5066,1652,Other
2987,21,365,74,5302,1537,Other
2999,13,150,21,4146,966,Other
2878,12,218,55,2525,2244,Spruce
2915,5,108,1,4736,1860,Other
2918,11,124,10,5031,1693,Other
2925,5,175,12,5090,1664,Other
2942,11,60,3,3542,1745,Other
2918,7,85,3,4731,1884,Other
2931,16,242,18,5144,1664,Other
2997,6,42,-2,3827,1302,Other
3037,13,418,0,3667,2696,Other
2929,15,95,14,4696,1926,Other
3174,13,700,66,5370,1050,Other
3082,2,212,32,4669,816,Other
2841,5,295,57,2174,1558,Other
2928,6,216,21,5075,1744,Other
2939,10,268,26,5134,1718,Other
3103,12,134,10,3071,3237,Spruce
3096,11,192,13,3187,3133,Spruce
3064,8,319,0,3362,2980,Spruce
2917,11,30,2,4745,1939,Other
2920,9,42,5,4833,1889,Other
2935,12,162,26,4981,1812,Other
3129,11,190,36,2802,3489,Spruce
2924,14,0,0,4740,1964,Other
2929,16,85,14,4858,1899,Other
2936,11,201,27,5006,1825,Other
2938,5,277,29,5095,1785,Other
3004,14,301,93,5754,1237,Other
3168,6,700,60,5459,1140,Other
3130,12,421,51,5271,1172,Other
2775,9,134,-11,2081,1140,Other
2744,11,170,25,1702,642,Other
2698,14,30,8,1554,564,Other
2927,11,0,0,4735,1989,Other
2941,8,216,27,5002,1852,Other
2942,9,242,33,5032,1838,Other
3112,12,210,33,5128,999,Other
2931,6,30,4,4701,2030,Other
2944,10,218,9,4998,1878,Other
2948,15,277,39,5057,1852,Other
3038,9,376,58,4524,641,Other
2953,18,182,18,4964,1919,Other
2954,16,242,19,5024,1892,Other
2959,17,361,24,5143,1804,Other
2980,15,175,-20,3896,1369,Other
2749,4,30,-2,1895,828,Other
2943,13,60,8,4841,2002,Other
2969,17,330,34,5109,1847,Other
3156,16,458,48,5416,1195,Other
3060,22,454,136,4272,2359,Other
2976,13,300,41,5076,1889,Other
2948,15,120,24,5493,1608,Spruce
2851,11,170,5,2910,2518,Spruce
2937,4,30,1,4774,2084,Other
3104,11,150,11,5205,882,Other
2753,5,30,-1,2030,976,Other
2666,12,42,1,1350,690,Other
2955,8,124,5,4592,2205,Other
2953,9,67,3,4651,2172,Other
3129,13,722,65,3606,2896,Other
2996,11,400,61,5155,1889,Spruce
2859,18,127,28,2738,2173,Other
2979,10,242,44,4973,2037,Spruce
2955,9,258,41,3580,2142,Other
2948,8,60,-1,4761,2188,Other
3146,7,306,38,5464,1036,Other
2683,18,67,14,1418,812,Other
3159,12,642,102,3833,2779,Other
2952,4,85,0,4609,2290,Other
2950,9,30,8,4729,2229,Other
2953,9,60,8,4759,2215,Other
2861,9,180,30,2863,2290,Other
3165,13,649,72,3353,3158,Spruce
2952,5,67,0,4607,2315,Other
2954,5,30,6,4666,2285,Other
2952,4,30,4,4726,2255,Other
2957,5,60,15,4756,2241,Other
2957,3,90,12,4786,2227,Other
3188,8,547,95,3022,3439,Spruce
2955,8,42,-3,4604,2341,Other
2951,2,0,0,4694,2296,Other
3111,8,90,3,5369,808,Other
2952,4,30,0,4692,2322,Other
2953,1,42,2,4722,2308,Other
3121,16,127,20,5219,577,Other
2855,19,180,45,2635,1765,Other
2746,16,60,-1,1753,1008,Other
3124,11,218,16,5498,902,Other
2963,8,201,21,4867,2249,Spruce
3112,8,95,5,5346,664,Spruce
2926,10,242,41,3336,2648,Other
2811,8,330,44,2345,1400,Other
2656,15,182,21,1180,1006,Other
3064,20,134,49,4812,277,Spruce
3014,9,30,5,4635,541,Spruce
2917,12,108,10,3522,2435,Other
3031,11,295,94,5883,1774,Spruce
3138,13,216,31,5347,553,Other
3098,9,272,33,4990,120,Other
3032,10,127,21,4635,612,Spruce
2982,18,30,7,4562,2538,Spruce
3032,14,95,23,4710,518,Spruce
2896,16,319,44,3294,2726,Other
2846,2,0,0,3056,2349,Spruce
2995,18,0,0,4472,2609,Spruce
2795,11,258,16,2280,1471,Other
2955,10,124,9,5251,2147,Spruce
3132,7,324,25,5622,841,Spruce
3241,12,277,50,3571,3204,Spruce
3057,20,42,13,4290,2779,Spruce
2977,10,309,18,4830,2447,Spruce
2976,8,210,31,4012,1920,Other
2755,9,108,0,1740,1290,Other
3160,10,295,60,5301,277,Other
2954,9,67,9,3925,2071,Other
2780,2,30,1,2070,1451,Other
2940,4,30,0,5370,2188,Spruce
2943,1,60,-2,5460,2147,Spruce
3099,21,604,160,6120,1533,Spruce
2895,15,212,55,3140,2313,Other
2779,7,0,0,1980,1436,Other
2595,18,218,51,930,1357,Other
2951,7,60,9,5280,2259,Spruce
3005,16,324,60,5790,1864,Spruce
3035,7,42,2,4744,789,Spruce
3113,16,30,10,4141,2987,Spruce
3083,20,127,39,4411,2843,Spruce
3049,18,537,112,6001,1660,Spruce
3144,4,313,44,5431,376,Spruce
3049,2,469,29,4578,1273,Other
3170,12,524,63,5752,808,Spruce
3054,5,323,30,4696,1071,Spruce
3052,14,85,11,4849,816,Spruce
2977,10,210,29,4012,2143,Other
2827,19,124,25,2586,1894,Other
2801,15,108,19,2018,1584,Other
2653,20,417,109,1095,1465,Other
3185,8,42,-2,3724,3308,Spruce
3105,7,90,12,5245,285,Spruce
2922,18,182,47,3726,2624,Spruce
2979,5,120,25,5134,2490,Spruce
3167,7,408,29,5600,541,Spruce
2898,6,350,65,3013,2252,Other
3157,11,830,50,6131,1245,Other
2814,13,95,18,2359,1848,Other
3221,2,371,30,3284,3693,Spruce
3073,8,330,38,4870,1092,Spruce
3013,25,277,46,4841,2755,Other
2959,8,30,1,5352,2353,Other
2978,17,277,16,5803,1921,Other
2876,9,162,28,2862,2334,Other
3166,7,771,22,6155,1167,Other
2763,14,430,13,1652,1727,Other
2965,3,180,3,5718,2023,Other
3025,16,484,58,4821,1398,Spruce
2683,13,190,13,1194,1790,Other
2865,11,95,12,2876,2483,Other
2980,8,212,13,4688,1682,Other
2861,7,124,11,2967,2588,Other
2679,11,108,9,1235,1879,Other
3137,7,702,130,6238,1437,Other
2970,13,150,3,4710,1733,Other
2928,12,0,0,3919,2534,Other
2975,1,30,0,5530,2287,Spruce
2986,10,190,9,5819,1950,Spruce
2717,12,85,9,1437,1982,Other
3157,5,216,12,5758,811,Spruce
2978,6,67,-2,5374,2458,Spruce
2954,7,42,0,4195,2262,Other
3105,14,127,10,5434,1129,Spruce
3109,12,659,102,6110,1524,Other
3107,5,182,12,5568,1132,Spruce
2958,7,30,0,4424,2067,Other
2668,13,162,-24,1170,2185,Other
3114,6,240,19,5584,1199,Spruce
3001,18,180,28,4673,1864,Spruce
2963,9,0,0,4461,2058,Other
3005,1,42,0,5564,2125,Spruce
3008,3,30,2,5128,2644,Other
3118,13,426,23,5302,1429,Spruce
3020,18,300,78,3893,2590,Other
2946,23,210,74,2960,2536,Other
2893,9,175,20,2108,2496,Other
3106,7,485,11,5371,1473,Spruce
2942,7,67,13,3427,2596,Other
2941,4,108,12,3369,2574,Other
3066,12,283,36,4918,1803,Spruce
3052,14,127,32,4710,1956,Other
3183,14,560,88,5686,1405,Spruce
3014,8,30,4,5242,2413,Spruce
3048,11,258,24,5648,1973,Other
2960,10,30,5,3660,2579,Spruce
2929,12,134,41,2984,2321,Other
3042,8,201,17,5586,2036,Other
2908,12,124,8,1908,2190,Other
2881,12,228,10,1679,2258,Other
2888,9,234,9,1698,2220,Other
2782,6,443,-15,907,2634,Other
3246,7,680,98,6019,1565,Spruce
3218,8,558,70,5840,1589,Spruce
3145,16,446,84,5928,1812,Other
2976,11,30,9,3863,2508,Spruce
3184,10,402,36,5683,1710,Spruce
2788,9,524,71,778,2554,Other
3035,16,192,25,4153,2616,Other
3002,7,30,4,3907,2405,Other
2944,8,210,15,1965,1871,Other
2789,8,400,56,702,2484,Other
3079,8,0,0,5014,2140,Spruce
3112,23,408,97,4563,3084,Spruce
3061,5,42,1,5532,2207,Other
3017,11,108,14,3873,2317,Other
2808,14,300,6,849,2275,Other
3289,10,812,141,6297,1958,Other
2943,3,30,-1,2130,1634,Spruce
2904,10,108,0,1380,1883,Other
3152,11,60,4,5490,2164,Other
3221,13,607,151,6040,2136,Other
3027,5,242,4,3211,1734,Other
2813,13,90,11,964,2038,Other
3105,8,297,30,4569,3055,Spruce
3226,15,531,49,4076,3571,Spruce
2952,4,30,2,2046,1471,Spruce
3168,18,430,98,5850,2285,Other
3173,16,212,25,5523,2300,Other
3156,11,210,8,5433,2325,Other
3038,7,218,26,3275,1689,Spruce
2869,15,192,25,1371,1674,Spruce
2747,13,95,12,484,2347,Other
2722,19,134,17,228,2598,Other
3079,6,283,14,5167,2646,Spruce
3121,10,85,-1,4897,2617,Other
3171,13,499,94,5921,2372,Other
3007,7,297,5,2690,1302,Spruce
3080,16,150,22,4795,2930,Spruce
3215,10,408,67,5622,2454,Other
3102,11,240,27,4371,3271,Spruce
3121,7,234,48,5641,2518,Other
3236,5,553,88,5863,2445,Other
3072,7,108,8,5289,2675,Spruce
3056,3,247,11,3327,1513,Other
3018,5,300,7,2762,1233,Other
3058,4,60,1,3539,1634,Other
3091,13,182,16,4362,3300,Spruce
3291,10,691,30,3777,3844,Spruce
3087,17,85,20,5280,2763,Spruce
3033,7,175,25,2519,1057,Spruce
2827,18,404,86,531,2321,Other
3074,11,67,5,5318,2771,Spruce
3157,8,212,2,5162,2791,Other
3018,7,134,10,2263,1031,Spruce
2962,18,242,74,1917,1140,Other
3155,12,390,46,4837,3022,Spruce
3123,13,323,59,5042,2912,Spruce
3094,5,134,2,4593,3187,Spruce
2861,4,0,0,1544,1337,Spruce
3122,11,300,57,5064,2943,Spruce
3041,4,283,33,2555,908,Spruce
2877,13,450,131,618,2285,Other
2728,14,240,40,242,2424,Other
2714,19,212,36,240,2376,Other
3145,18,384,80,4983,3022,Spruce
2717,18,218,43,242,2358,Other
2751,17,313,63,323,2463,Other
2711,20,201,37,218,2316,Other
2695,13,150,20,162,2268,Other
2686,9,90,12,108,2221,Other
3095,8,95,8,3684,1498,Spruce
2738,11,323,60,335,2396,Other
2733,9,295,59,313,2372,Other
2895,10,30,0,1838,1041,Spruce
2710,17,190,36,216,2256,Other
3121,8,127,0,4585,3304,Spruce
3140,14,283,39,5708,2902,Other
2868,20,30,15,1087,1758,Spruce
2741,11,342,67,362,2363,Other
2920,10,210,92,937,1967,Other
2744,13,351,70,376,2347,Other
2703,11,120,35,150,2148,Other
3116,9,153,32,5220,3066,Spruce
2807,22,485,119,497,2460,Other
2748,15,360,74,390,2331,Other
2743,10,330,68,360,2306,Other
2739,13,300,65,330,2264,Other
2709,11,120,43,150,2114,Other
3170,4,108,4,5042,2685,Spruce
3156,6,450,22,4367,2021,Other
2938,11,30,3,2120,774,Spruce
2916,8,371,99,872,2078,Other
2779,23,420,105,450,2352,Other
2720,10,180,57,210,2147,Other
3126,16,85,11,4354,3524,Spruce
3212,21,277,73,4723,3329,Spruce
3101,3,0,0,5428,3089,Other
2785,24,421,110,450,2337,Other
2774,23,391,100,420,2311,Other
2756,20,331,91,360,2259,Other
2723,10,182,57,210,2131,Other
2708,16,95,37,120,2055,Other
2960,20,256,52,1857,966,Other
2817,24,484,143,511,2375,Other
2754,24,306,86,331,2218,Other
2731,12,218,65,242,2140,Other
2722,10,162,52,182,2089,Other
2717,11,134,46,153,2064,Other
3206,6,170,15,5590,3154,Other
2850,20,577,176,603,2442,Other
2774,22,342,106,365,2229,Other
2763,25,313,95,335,2203,Other
2729,11,201,59,218,2099,Other
2715,12,127,38,134,2022,Other
3112,10,108,4,5532,3152,Other
2758,24,295,92,313,2162,Other
2747,21,268,79,285,2136,Other
2714,11,124,41,127,1981,Other
3154,15,361,67,5023,3302,Spruce
3111,9,95,3,5521,3182,Other
3212,8,218,21,5689,3196,Other
3178,13,551,42,4577,2154,Other
2719,6,134,46,150,1965,Other
3161,12,90,22,4508,3556,Spruce
3108,5,30,2,5387,3260,Other
3155,7,395,21,4447,1995,Other
2871,22,600,197,626,2391,Other
2835,17,524,169,541,2309,Other
2809,16,443,146,457,2227,Other
3191,5,457,15,4686,2224,Other
2915,15,42,10,1528,1376,Other
2799,13,408,129,417,2160,Other
2751,24,301,74,306,2053,Other
2731,14,212,60,218,1973,Other
2748,18,277,75,285,2012,Other
2741,17,247,70,256,1986,Other
2725,18,190,46,201,1932,Other
2709,14,134,29,150,1879,Other
3212,6,459,21,5955,3132,Other
2822,19,488,152,495,2190,Other
2806,22,400,129,408,2108,Other
2765,29,313,92,323,2026,Other
2750,22,256,71,268,1972,Other
2751,23,242,77,256,1932,Other
3209,20,306,82,4092,3629,Spruce
3146,10,30,-6,4362,3477,Spruce
3183,5,90,4,5472,2982,Other
2917,10,30,1,1634,1318,Spruce
2786,29,335,107,350,2001,Other
3195,7,466,75,6006,3032,Other
2797,28,350,118,362,1989,Other
2753,25,242,74,258,1879,Other
2784,25,309,105,324,1922,Other
3088,17,182,39,3424,800,Spruce
2745,24,212,78,240,1800,Other
2724,21,153,52,180,1745,Other
2702,18,95,30,120,1691,Other
3178,9,272,58,5807,2941,Other
3131,5,162,-5,4073,1478,Spruce
2801,27,335,122,361,1900,Other
2763,23,247,96,272,1816,Other
2740,23,190,68,212,1761,Other
2987,13,228,14,2554,268,Spruce
2946,16,42,10,1776,1236,Spruce
2770,23,256,105,277,1805,Other
2736,24,175,64,190,1722,Other
2803,32,323,136,342,1851,Other
2743,26,180,71,201,1710,Other
2729,30,150,54,175,1682,Other
2711,25,120,36,150,1655,Other
2703,16,90,35,120,1627,Other
3173,11,270,2,4838,2251,Spruce
3148,5,150,12,4583,1981,Spruce
3081,11,212,25,3556,872,Spruce
2891,17,268,-36,659,2155,Other
2830,29,360,163,379,1869,Other
2799,29,300,127,323,1812,Other
2763,28,210,91,240,1728,Other
2716,27,120,48,150,1643,Other
3122,8,67,2,4200,1560,Spruce
2771,29,210,96,240,1717,Other
3140,14,162,23,5678,2794,Other
3140,5,67,4,4547,1920,Spruce
2963,9,0,0,1762,1350,Other
3202,22,153,32,4161,3263,Spruce
3146,4,134,5,4726,2100,Spruce
2843,26,335,171,365,1813,Other
2812,25,277,137,306,1756,Other
2738,33,134,64,162,1613,Other
3037,19,430,-8,3005,190,Spruce
2990,12,180,46,1936,1172,Spruce
2865,15,400,193,430,1863,Other
2809,24,256,141,285,1718,Other
2720,23,95,37,120,1546,Other
2958,4,247,-1,1234,2012,Other
2774,30,190,96,212,1624,Other
2938,5,162,10,972,2313,Other
2771,30,175,88,190,1587,Other
2755,34,150,76,162,1558,Other
2788,26,180,105,210,1572,Other
2750,36,120,83,150,1513,Other
2732,33,90,61,120,1484,Other
2737,34,95,61,120,1477,Other
3212,14,402,97,5094,2642,Other
3106,6,180,-8,4254,1519,Spruce
3067,4,212,11,3406,591,Spruce
2960,4,90,0,1230,2084,Other
2890,17,331,-37,540,1884,Other
2818,19,247,135,270,1618,Other
2767,36,134,91,150,1500,Other
3187,7,258,69,5261,2571,Other
2813,19,228,146,242,1583,Other
2773,36,150,92,153,1495,Other
3239,3,566,60,4673,2726,Spruce
3192,7,319,73,5206,2519,Other
3151,15,127,16,5664,2460,Other
2809,22,212,128,228,1544,Other
3211,4,362,30,5685,2543,Spruce
3080,9,150,3,3751,942,Spruce
3009,10,67,8,2718,573,Spruce
2799,25,201,126,210,1507,Other
3197,5,324,47,5873,2382,Spruce
3181,6,67,6,5204,2496,Spruce
3110,6,300,6,4360,1587,Spruce
3094,4,0,0,4030,1226,Spruce
2791,29,180,107,182,1473,Other
3031,6,323,59,2297,1127,Other
2830,15,210,45,277,1561,Other
2778,34,150,109,162,1441,Other
3245,3,564,66,4387,2650,Spruce
2930,7,90,1,997,2280,Other
3046,13,210,2,3200,573,Other
2850,14,108,13,400,1651,Other
2769,31,60,-15,175,1411,Other
3193,10,319,19,5153,2358,Spruce
3036,11,150,-7,3238,601,Other
2957,10,150,-8,1337,2135,Other
2756,31,30,-19,153,1383,Other
3252,5,589,8,4283,2554,Spruce
3229,2,454,19,4709,2324,Spruce
2993,14,30,10,2699,895,Spruce
3173,7,457,78,4964,2110,Spruce
3188,8,170,6,5121,2118,Spruce
3178,5,474,83,5004,2132,Spruce
3175,6,446,80,4978,2103,Spruce
3105,8,30,3,4555,1641,Spruce
2762,30,60,-13,170,1362,Other
3219,6,366,38,5803,2184,Other
3219,8,319,38,5748,2206,Spruce
2737,29,90,52,120,1277,Other
3206,5,446,35,5980,2098,Other
3164,19,361,102,3878,849,Other
2933,4,0,0,1138,2353,Spruce
2790,23,108,-8,234,1401,Other
3199,3,342,16,5367,2363,Spruce
2815,18,120,-14,297,1465,Other
3218,12,313,35,5649,2187,Spruce
3207,3,301,24,5541,2244,Spruce
3081,11,175,23,3720,618,Other
3042,10,42,-2,3443,408,Spruce
2821,18,150,-15,306,1471,Other
2776,25,175,95,190,1354,Other
2765,21,150,77,162,1324,Other
3216,9,335,33,5635,2174,Spruce
3049,5,306,62,2471,1025,Spruce
2806,21,190,-23,256,1419,Other
3185,3,0,0,5165,1919,Spruce
3018,9,150,3,2979,558,Spruce
2821,21,212,-19,295,1455,Other
2800,26,218,112,242,1397,Other
3025,9,90,14,3250,350,Spruce
2762,27,150,76,175,1319,Other
2734,30,108,43,124,1262,Other
3047,15,170,0,3480,277,Spruce
3040,10,218,48,2607,882,Spruce
2953,7,134,-8,1366,2147,Other
2826,27,258,145,283,1423,Other
2736,26,108,49,127,1254,Other
2737,22,108,41,124,1237,Other
3196,9,67,7,5142,1766,Spruce
3062,1,0,0,3830,485,Other
2927,16,258,34,741,1900,Other
2914,8,335,37,564,1708,Other
2806,39,234,119,255,1371,Other
3019,6,0,0,2962,524,Spruce
2811,35,255,115,268,1383,Other
3199,6,216,13,5918,1736,Other
2841,18,319,154,335,1450,Other
2800,28,242,109,256,1369,Other
2768,22,170,75,175,1288,Other
2747,21,124,60,127,1235,Other
3204,1,60,2,4905,1698,Spruce
3091,13,192,31,2315,1201,Other
2763,22,162,76,170,1276,Other
3170,4,175,8,4488,1170,Spruce
2847,23,350,151,362,1476,Other
2826,25,300,135,309,1422,Other
2812,25,277,130,283,1396,Other
2756,23,120,98,124,1240,Other
3024,6,30,3,3194,300,Spruce
2940,16,443,47,738,1872,Other
2771,20,153,113,162,1282,Other
3037,4,60,8,1889,1680,Spruce
2974,10,216,49,1047,2192,Spruce
2785,17,190,127,201,1323,Other
2823,26,313,136,323,1441,Other
2811,21,285,124,295,1415,Other
2792,14,201,134,212,1340,Other
3213,4,120,18,4659,1637,Spruce
3097,15,210,33,3944,459,Other
3080,14,268,57,2789,755,Spruce
2799,11,212,151,218,1357,Other
3227,3,247,6,5805,1800,Spruce
2837,27,335,185,342,1473,Other
2802,10,218,149,228,1374,Other
2799,9,190,140,201,1350,Other
3242,17,153,47,5015,1448,Other
3213,6,319,-7,5536,1820,Spruce
3095,13,268,47,3987,503,Other
2773,48,124,112,134,1298,Other
3038,9,108,3,3676,234,Spruce
3040,12,108,18,3302,300,Spruce
2847,27,323,199,335,1482,Other
2809,18,242,150,256,1410,Other
2779,47,134,118,150,1318,Other
3215,23,175,35,5523,1366,Other
3221,3,256,25,6006,1622,Spruce
2786,46,150,132,162,1338,Other
3255,16,190,60,4992,1361,Other
3076,10,134,-6,2218,1430,Spruce
2806,18,216,145,228,1403,Other
2743,49,134,81,150,1337,Other
2728,29,108,72,124,1315,Other
3043,14,108,35,1691,2028,Spruce
2842,28,309,187,323,1490,Other
2803,46,175,141,190,1379,Other
3241,23,228,52,5561,1289,Other
3217,6,218,-3,6025,1566,Spruce
2899,18,430,240,443,1602,Other
2760,49,170,95,175,1379,Other
3290,16,182,20,3842,1940,Spruce
2856,28,335,195,350,1530,Other
3305,7,430,110,5167,1206,Other
3213,8,210,-7,6056,1518,Spruce
3074,12,162,11,3302,469,Spruce
3084,12,242,-1,2214,1513,Spruce
2914,14,390,-30,470,1640,Other
2828,45,228,163,234,1443,Other
2710,32,90,53,95,1345,Other
