Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
205,government+policy,2017-10-19,China’s GDP rises 6.8% as fears about property bubble recede," Communist Party congress focuses on ‘moderately prosperous’ future
            "
206,government+policy,2017-10-17,Government won’t step back from bogus housing numbers," We continue to base our housing policy and frame economic outlook on inaccurate data
            "
207,government+policy,2017-10-11,Winners and losers from Budget 2018 and finding the surprises," Business Today: the best news, analysis and comment from ‘The Irish Times’ business desk
            "
208,government+policy,2017-10-10,"Budget 2018: Increases in housing, health and social welfare"," Corporation tax to remain at 12.5%, health spending to reach total of €15.3bn
            "
209,government+policy,2017-10-10,Budget 2018 main points: everything you need to know," Cost of 20 cigarettes will increase by 50 cents but duties on alcohol remain untouched
            "
210,government+policy,2017-10-09,Government criticised for failing to seek EU state aid exemption," Fianna Fáil’s Niall Collins says Ireland needs exemption to assist firms affected by Brexit
            "
211,government+policy,2017-10-06,Budget windfall from Central Bank profits drying up," John FitzGerald: Government cannot rely for much longer on bank as a major source of income
            "
212,government+policy,2017-10-05,Budget 2018: Tax cuts risk overheating economy," ESRI says no good reason to further stimulate consumption at time of strong growth
            "
213,government+policy,2017-09-27,Republic ‘should not be afraid’ of US tax reform ," Despite proposals to slash taxes, Ireland still compares favourably, experts say
            "
214,government+policy,2017-09-14,Government review reiterates capital spending commitments," Minister for Finance Paschal Donohoe launches mid-term review of spending plans
            "
215,government+policy,2017-09-14,The reports of sterling’s revival are greatly exaggerated," Brexit confusion likely to result in more volatility once rates issue put to bed
            "
216,government+policy,2017-09-13,Ireland’s housing demand won’t be met until 2026 - SCSI," The professional body recommends a cut to the VAT rate and a reform of capital gains tax
            "
217,government+policy,2017-09-13,Sterling’s mini-revival may be trumped by ‘Brexit confusion’," Analysts speculate on where British currency may go from here
            "
218,government+policy,2017-09-08,Central Bank singles out cash buyers as key driver of house prices," Government may soon have to raise taxes to stop the economy from overheating and to allow for investment in housing and water
            "
219,government+policy,2017-09-08,John FitzGerald: Tackling the housing crisis requires economic sacrifices," Housebuilding needs to be ramped up, which means steps must be taken to prevent overheating
            "
220,government+policy,2017-09-04,UK institute warns Budget 2018 could see tax rate jump to 64%," British research body also suggests entrepreneurial CGT relief should be scrapped
            "
221,government+policy,2017-08-30,Slumping sterling now a clear danger for Irish exporters," Cliff Taylor: Even if euro parity isn’t on the cards, the exchange rate is hurting business
            "
222,government+policy,2017-08-29,"Property tax must be based on new valuations, think tank says"," Freezing current valuations could prompt constitutional challenge, Public Policy says
            "
223,government+policy,2017-08-19,Macron has big plans for France and Europe," French president wants to turn the euro zone into a more integrated body
            "
224,government+policy,2017-08-19,The euro: soon to be the strongest big currency on the planet," Morgan Stanley predicts single currency will be more valuable than sterling in 2018
            "
225,government+policy,2017-08-18,Politics and the fundamentals have driven the euro gains," Minutes of ECB meeting show concerns about the strength of the euro
            "
226,government+policy,2017-08-18,Beat Brexit blues with a booze cruise as duty free looks set to return," Duty-free drink may be 60 per cent cheaper for Irish passengers coming home from UK
            "
227,government+policy,2017-08-16,Decade of QE leaves big central banks owning fifth of public debt," Challenge to policymakers in cutting stimulus; Eyes on annual Jackson Hole meeting
            "
228,government+policy,2017-08-15,"China’s focus on short term puts mid-term growth at risk, says IMF"," Beijing’s reliance on stimulus to meet targets and its expansion path may be ‘dangerous’
            "
