Economical_ID,Name_Economical,Date_Economical,Headline_Economical,Description_Economical
206,Economic growth,2018-10-11,Higher taxes in hospitality and other sectors have made us less competitive," We must invest more in areas which underpin productivity; talent and higher education must be prioritised
            "
207,Economic growth,2018-10-10,"IMF cuts forecasts, warns of vulnerabilities to global financial system"," Fund says conditions are still broadly accommodative and supportive of growth
            "
208,Economic growth,2018-10-09,Property price inflation moderates to 8.6% in August," Latest figures show price growth falls to lowest level in nearly two years
            "
209,Economic growth,2018-10-08,US economists win Nobel prize for work on climate change," William D Nordhaus and Paul M Romer awarded the 2018 Nobel Prize in Economics
            "
210,Economic growth,2018-10-07,Key indicators suggest there may be trouble ahead for global markets," Many financial commentators believe conditions for another crisis are taking shape
            "
211,Economic growth,2018-10-04,"Bad Brexit would cost North 10,800 jobs, researchers find"," But beneficial deal would deliver 21,000 new jobs at least, says Ulster University
            "
212,Economic growth,2018-10-02,Unemployment in Ireland falls to new post-crash low of 5.4%," State’s jobless rate is now three points below the euro zone average
            "
213,Economic growth,2018-10-01,Euro zone unemployment drops to fresh post-crisis low," Rate of joblessness edges down to 8.1%, its lowest level since November 2008
            "
214,Economic growth,2018-10-01,Canada and US negotiators reach deal to revamp Nafta," New trilateral pact is to be called the United States-Mexico-Canada Agreement
            "
215,Economic growth,2018-09-29,The banking crisis: Ireland’s ‘lost decade’ in 10 charts," House prices and pub revenues slumped while thousands remain in mortgage arrears
            "
216,Economic growth,2018-09-28,The day the banks stood still: counting the cost of the crash a decade later," Key players recall events leading to the bank guarantee – and its aftermath
            "
217,Economic growth,2018-09-28,Bank crash showed we need EU-wide banking system," John FitzGerald: More banks might have survived had more been foreign-owned
            "
218,Economic growth,2018-09-27,Is Ireland’s 9% growth forecast the return of Leprechaun economics?," Smart Money: Irish economic data is being severely skewed by the multinationals
                    "
219,Economic growth,2018-09-26,US Fed raises rates despite trade concerns," Bank flags further rise in December despite opposition from Trump
            "
220,Economic growth,2018-09-20,"Global economic growth has peaked, OECD says"," Paris-based policy forum cut GDP growth projections from 3.8% to 3.7%
            "
221,Economic growth,2018-09-17,"Britain’s economy will shrink without Brexit deal, IMF warns"," Christine Lagarde says ‘clouds on the horizon have not become lighter but darker’
            "
222,Economic growth,2018-09-14,Bank of England governor Mark Carney: ‘Assume things will go wrong’," UK regulator confident of financial system’s ability to withstand a ‘disorderly’ Brexit
            "
223,Economic growth,2018-09-14,How Ireland’s property crisis is affecting the real economy," Housing issue is affecting disposable income, mobility, competitiveness and quality of life
                    "
224,Economic growth,2018-09-13,State sells €1bn of bonds ahead of ECB meeting," NTMA has now raised €13.5bn of its full-year targeted range of €14bn-€18bn
            "
225,Economic growth,2018-09-13,ECB stays on course to curb stimulus," Bank keeps policy unchanged, says interest rates to stay flat until at least through next summer
            "
226,Economic growth,2018-09-11,Lagarde warns of US-China trade war ‘shock’ to emerging markets," Warning comes as US prepares to impose tariffs on further $200bn of Chinese goods
            "
227,Economic growth,2018-09-09,CPL expected to exceed analyst profit goals," Your business this week: Also, economists and politicians descend on Wexford; residential property price results
            "
228,Economic growth,2018-09-09,Tell your children to forget becoming doctors or lawyers," Chris Johns: Data scientists are going to put most of us out of work
            "
229,Economic growth,2018-09-07,Hard Brexit ‘could push Ireland and Britain into recession’," A new report from Davy issues stark warning, but suggests a fudge will be found
            "
230,Economic growth,2018-09-06,"Caveat: From soft landings to strategic tie-ups, business is a world of total nonsense"," Imagine a well full of ready-made writing clichés, euphemisms and brain-deadening jargon
            "
231,Economic growth,2018-09-04,Making it easier for women to work may be key to future prosperity," ESRI study highlights the difficulties placed in front of women wanting to work
            "
232,Economic growth,2018-09-03,Struggling Argentina to tax exporters after peso collapse," Move to balance budget follows one of most turbulent weeks for nation in recent memory
            "
233,Economic growth,2018-08-31,Trump threatens to pull out of World Trade Organisation," Trump also declared China won’t outlast the US in the trade war between the superpowers
            "
234,Economic growth,2018-08-31,Danny McCoy tunes up for Ibec to perform on a bigger stage," CEO wants to expand organisation overseas as business becomes more ‘internationalised’
            "
235,Economic growth,2018-08-30,Argentina raises interest rates to 60%," IMF studying Argentina request for early help as peso crashes
            "
236,Economic growth,2018-08-29,US GDP growth hits 4.2% but consumer spending falls," Ovrall, economy grew by 2.9% with Trump targeting 3% annualised growth
            "
237,Economic growth,2018-08-28,Booming economy attracting new influx of foreign nationals," Two-thirds of people coming into State are foreign nationals, CSO figures reveal
            "
238,Economic growth,2018-08-28,Is Ireland in danger of hitting the wall of full employment?," Not necessarily: there may be a reserve pool of labour to nullify risk of rapid wage inflation
            "
