News_ID,CompanyName_News,Date_News,Headline_News,Description_News
204,AIB,2019-03-22,Values slide as Brexit and US data stoke fears of slowdown," Top Irish shares weak on volatile day with market heavyweight CRH down nearly 1.6%
"
205,AIB,2019-03-21,Banks lead Iseq lower on heightened no-deal Brexit fears," Sterling suffers fresh drop and Ted Baker shares nosedive, with Euro stocks out of sorts
"
206,AIB,2019-03-20,Investors fret on US Fed policy decision and Brexit gloom," Iseq slips 0.6% on tense day for shares across Europe in response to Westminster turmoil
"
207,AIB,2019-03-18,FTSE 100 exporters rise after sterling declines,European shares flat as Deutsche Bank and Commerzbank tie-up lifts financial stocks
208,AIB,2019-03-18,Meet the Offaly man in line for a €58m bonus in new role at BooHoo.com," New chief executive John Lyttle will earn up to £1.5m a year in salary and bonuses
"
209,AIB,2019-03-13,"Bank pay caps ‘huge concern’ for investors, Donohoe told"," Heavy hitters highlight drop in AIB shares after Bernard Byrne resignation
"
210,AIB,2019-03-12,European shares end a choppy Brexit-led session with a whimper," Aryzta and Datalex among the best-performing stocks in Dublin as Ryanair rises
"
211,AIB,2019-03-11,Markets recover ground but Boeing shares plunge," Iseq 20 index rises almost 0.6 per cent
"
212,AIB,2019-03-10,Musgrave gets the scent for Java Republic coffee company," Seen & Heard: AIB takes €87m hit on move and UK listing for Diaceutics
"
213,AIB,2019-03-08,European equities end on negative note after weak economic data," Market report: European stocks in biggest weekly fall since December as Iseq bucks trend
"
214,AIB,2019-03-08,Colin Hunt takes over as new AIB chief executive," Hunt succeeds Bernard Byrne, who announced his decision to leave in October
"
215,AIB,2019-03-07,Stocks weaken as ECB defers rate hike amid Brexit uncertainty," ECB announces funding handouts, pushes back rate hike
"
216,AIB,2019-03-05,China economic data puts dampener on global markets," Iseq rose 0.34%, helped by banks and property names
"
217,AIB,2019-03-05,"PTSB overcomes ‘existential’ crisis but dividends way off, Investec says"," Key challenges facing the mortgage lender include reining in costs
"
218,AIB,2019-03-04,European shares reach five-month highs on hopes of US-China deal," Irish index ends 70 points higher, lifted by gains in banks and some heavyweight stocks
"
219,AIB,2019-03-02,A disappointing week for all three of the Republic’s pillar banks," Business week: Eir’s customer service comes under fire, decreasing appetite for luxury homes and foldable phones
"
220,AIB,2019-03-02,Diageo rattles C&C with plot to rain on Bulmers’ St Patrick’s Day parade," Joe Brennan: New cider wars and new battleground in non-drinking Generation X
"
221,AIB,2019-03-02,Key parts of our economy have stalled in the face of Brexit uncertainty," Cliff Taylor: Whatever happens we have seen the best of the bounce-back boom
"
222,AIB,2019-03-01,European stocks hit five-month highs," AIB shares fall 2% after the bank reports a dip in profit for last year and a lower-than-expected level of capital reserves
"
223,AIB,2019-02-28,Irish stocks a bright spot as global markets decline," Iseq rose 0.76%, buoyed by financials and CRH, outperforming peers
"
224,AIB,2019-02-27,Investors get cautious again as European shares rally ends," Bank of Ireland climbs 6.3 per cent to €5.48 while AIB adds 2.07 per cent to close at €3.95
"
225,AIB,2019-02-25,Stocks advance on hopes of US-China trade deal," Dublin’s Iseq slips 0.2% to close at 6,021.15 as Bank of Ireland closes the session 2.3% off
"
226,AIB,2019-02-22,Food sector preparing for unsavoury trading conditions post-Brexit," Business Week: also in the news was UK’s automotive industry, bankers’ pay rises and trite smartphones
"
227,AIB,2019-02-22,Irish banks still grappling with legacy issues a decade after crash," Despite signs of a return to health some problems remain as intractable as ever
"
228,AIB,2019-02-21,Why funding landscape for M&As is better than it has ever been,Why the funding landscape for M&As is better than it has ever been
229,AIB,2019-02-21,Most sectors had year of strong M&A activity,Political polarisation and economic uncertainty will impact but growth predicted
230,AIB,2019-02-18,European shares advance even as carmakers stuck in reverse," In Dublin, the Iseq index edged 0.1 per cent higher to 5,976,91
"
231,AIB,2019-02-15,Ulster Bank says no. But is a tie-up with PTSB inevitable?," Market Beat: Analysts say joining the two institutions would boost the profitability of both
"
232,AIB,2019-02-12,Easing US-China trade tensions boost markets," Market report: Lift for Kingspan after a poor run while Irish financials prove popular
"
233,AIB,2019-02-09,Kerry to measure themselves against ‘standard bearers’ Dublin," Visit to Tralee of All-Ireland champions offers new boss Keane an opportunity to take stock
"
234,AIB,2019-02-07,EU slashing of growth forecasts causes European stocks to plunge," More than €1.8bn wiped off Irish shares, and FTSE and STOXX have worst day in months
"
235,AIB,2019-02-06,Banks need to adapt to compete with allure of new fintech players," Young customers are choosing app-based banks with no fees and easy saving options
"
236,AIB,2019-02-01,Strong US economic data buoys equity markets," Good day for Irish shares with Iseq overall index rising 1.08%
"
237,AIB,2019-01-31,AIB conducts internal CFO search as Donal Galvin tipped," Bank will select new chief financial officer ahead of annual results on March 1st, say sources
"
238,AIB,2019-01-30,Investors focus on oil price increase and luxury-good makers," Ryanair, due to report third-quarter results on Monday, ends the day up 0.96 per cent
"
239,AIB,2019-01-28,Softening Chinese demand troubles global investors," Iseq overall index fell 0.21%, outperforming European peers
"
240,AIB,2019-01-25,European shares hit near two-month highs after energy rally," Market report: Iseq follows other European bourses higher, led by Ryanair and Smurfit Kappa
"
241,AIB,2019-01-18,European shares rise to highest in six weeks," Ryanair big news on Irish market after fresh profit warning
"
242,AIB,2019-01-17,Profit warning from Société Générale weighs on European shares," Cairn Homes enjoys 4% bounce in Dublin on the back of positive trading numbers
"
243,AIB,2019-01-14,Weak China trade data halts European shares," Iseq in Dublin underperformed European peers, falling 0.54%
"
244,AIB,2019-01-11,European shares hit one-month high despite longer term mood of caution," Market report: In Dublin Aryzta and Kerry Group lead market into negative territory
"
245,AIB,2019-01-11,Swinging Brexiteers told to lift their heads from the sand," Business Week: also in the news was Intel; AIB; the economy; and housing supply
"
246,AIB,2019-01-11,Too soon to heed eager analysts touting Iseq bargains," Think twice about bullish targets given uncertainties around Brexit and in US markets
"
247,AIB,2019-01-11,Ciarán Hancock’s Christmas Business Quiz - the answers and winners," Winners get overnight accommodation in the Castlemartyr Resort, the Farnham Estate and a 12-month premium digital subscription to ’The Irish Time
"
248,AIB,2019-01-04,Have we learned nothing from the Worldspreads scandal?," It was the investors and clients who lost virtually everything in this egregious scandal
"
249,AIB,2019-01-02,"Markets start New Year with a hangover as China, EU figures deepen gloom"," Subdued trading in Dublin with Kingspan, Total Produce and Dalata among gainers
"
250,AIB,2018-12-28,Iseq set for fourth-biggest annual drop in 25 years," Global equity markets head for largest slump since the financial crash 10 years ago
"
251,AIB,2018-12-28,2018 gave us falling AIB shares and the thorny issue of bankers’ pay," The year also saw the cost of the tracker-mortgage scandal top €1bn as lenders continued to set aside money for refunds, compensation and likely fines
"
252,AIB,2018-12-27,European shares sink as St Stephen’s Day optimism vanishes," Market report: Thin trading volumes increase market volatility as investor sentiment fades
"
253,AIB,2018-12-25,Business 2018: the winners and the losers," The last 12 months proved to be another year of mixed fortunes in corporate Ireland
"
254,AIB,2018-12-24,Ciarán Hancock’s Christmas Business Quiz," Win overnight accommodation in the Castlemartyr Resort or Farnham Estate, or a 12-month premium digital subscription to ’The Irish Times’
"
255,AIB,2018-12-18,S&P improves outlook on raft of Irish banks," Ratings agency warns it isn’t ‘overly optimistic’ on future prospects for banking system
"
256,AIB,2018-12-18,New AIB chief has long road to travel before raising bonus issue," Colin Hunt must first find new financial officer and deal with concerns over interest rates
"
257,AIB,2018-12-17,Asos profit warning sends European stocks lower," Iseq fell 0.67 per cent with financials and airlines among the worst hit
"
258,AIB,2018-12-14,Global markets slide on Chinese trade fears," Market report: AIB shares fell 2.1% on news of new CEO as INM shares recovered losses
"
259,AIB,2018-12-14,AIB names Colin Hunt as new chief executive," Government-commissioned report seen calling for bankers pay boost
"
260,AIB,2018-12-09,"Crunch Brexit vote to proceed, insists UK exit minister"," Seen & Heard: Stephen Barclay rejects reports that May is seeking to delay vote
"
261,AIB,2018-12-08,Deutsche Bank’s troubles deepen. Schadenfreude anyone?," Germany lectured the euro zone on its banks – now it’s having to look at one of its own
"
262,AIB,2018-12-07,May pleads with MPs to stay the course as key Brexit vote looms," Business Week: also in the news were the US-Sino trade war, banks and the economy
"
263,AIB,2018-12-06,Nearly €2.5bn wiped off Irish stocks amid global slump," European markets fall more than 2% with concerns over Sino-American relations
"
264,AIB,2018-12-05,European shares drop following overnight rout on Wall Street," Sterling climbs as traders weigh up latest news on Brexit manoeuvres
"
265,AIB,2018-12-05,"Budget surplus, bankers’ pay and a predicted property investment boom"," Business Today: the best news, analysis and comment from ‘The Irish Times’ business desk
"
266,AIB,2018-12-05,Facebook and Google top 2018’s big Dublin property deals," Year will be recalled as one in which capital came of age as tech hub 
"
267,AIB,2018-12-04,Worries over US-China trade agreement dampen markets," European shares dragged down by auto stocks on concerns over longevity of truce
"
268,AIB,2018-11-30,Masding’s manoeuvre removes key threat to Permanent TSB," Project Glas mortgages and restructured loan sale may make PTSB a takeover target
"
