Tech_ID,Name_Tech,Date_Tech,Headline_Tech,Description_Tech
198,level+of+innovation,2018-11-19,‘Smart Atlantic way’ could narrow east-west economic divide – report," Finnish Helsinki region and Scottish highlands already providing models
            "
199,level+of+innovation,2018-11-06,Shanghai expo sends clear message to Trump," Huge trade fair invites foreign companies to showcase goods to Chinese consumers
            "
200,level+of+innovation,2018-10-20,France faces growing threat of skills shortages," A key dynamic that could put a brake on France’s growth is difficulties in recruiting
            "
201,level+of+innovation,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
202,level+of+innovation,2019-10-04,Ireland needs a plan for White House contender and Big Tech critic Warren," Senator’s plan to ‘break up’ Facebook, Google and Amazon creates dilemma for State
            "
203,level+of+innovation,2019-08-08,Merging two economies: How would a united Ireland add up?," Smart Money: Taoiseach spoke of new state – research shows the economic challenges
                    "
204,level+of+innovation,2019-07-05,Brexit binds Ireland closer to Germany in pushing ambitious joint agenda," Whether for inward investment, exports or tourism, Germany is a top five country for Ireland with potential for much more
            "
205,level+of+innovation,2019-06-07,Will the Irish economy go Dutch after Brexit?," State visit next week of king lays groundwork for deeper economic co-operation
            "
206,level+of+innovation,2019-05-30,Exports by Enterprise Ireland clients reach record high," Majority of markets, including UK, grew in 2018 despite Brexit and trade uncertainty
            "
207,level+of+innovation,2018-11-19,‘Smart Atlantic way’ could narrow east-west economic divide – report," Finnish Helsinki region and Scottish highlands already providing models
            "
208,level+of+innovation,2018-11-06,Shanghai expo sends clear message to Trump," Huge trade fair invites foreign companies to showcase goods to Chinese consumers
            "
209,level+of+innovation,2018-10-20,France faces growing threat of skills shortages," A key dynamic that could put a brake on France’s growth is difficulties in recruiting
            "
210,level+of+innovation,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
211,level+of+innovation,2019-10-04,Ireland needs a plan for White House contender and Big Tech critic Warren," Senator’s plan to ‘break up’ Facebook, Google and Amazon creates dilemma for State
            "
212,level+of+innovation,2019-08-08,Merging two economies: How would a united Ireland add up?," Smart Money: Taoiseach spoke of new state – research shows the economic challenges
                    "
213,level+of+innovation,2019-07-05,Brexit binds Ireland closer to Germany in pushing ambitious joint agenda," Whether for inward investment, exports or tourism, Germany is a top five country for Ireland with potential for much more
            "
214,level+of+innovation,2019-06-07,Will the Irish economy go Dutch after Brexit?," State visit next week of king lays groundwork for deeper economic co-operation
            "
215,level+of+innovation,2019-05-30,Exports by Enterprise Ireland clients reach record high," Majority of markets, including UK, grew in 2018 despite Brexit and trade uncertainty
            "
216,level+of+innovation,2018-11-19,‘Smart Atlantic way’ could narrow east-west economic divide – report," Finnish Helsinki region and Scottish highlands already providing models
            "
217,level+of+innovation,2018-11-06,Shanghai expo sends clear message to Trump," Huge trade fair invites foreign companies to showcase goods to Chinese consumers
            "
218,level+of+innovation,2018-10-20,France faces growing threat of skills shortages," A key dynamic that could put a brake on France’s growth is difficulties in recruiting
            "
219,level+of+innovation,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
220,level+of+innovation,2019-10-04,Ireland needs a plan for White House contender and Big Tech critic Warren," Senator’s plan to ‘break up’ Facebook, Google and Amazon creates dilemma for State
            "
221,level+of+innovation,2019-08-08,Merging two economies: How would a united Ireland add up?," Smart Money: Taoiseach spoke of new state – research shows the economic challenges
                    "
222,level+of+innovation,2019-07-05,Brexit binds Ireland closer to Germany in pushing ambitious joint agenda," Whether for inward investment, exports or tourism, Germany is a top five country for Ireland with potential for much more
            "
223,level+of+innovation,2019-06-07,Will the Irish economy go Dutch after Brexit?," State visit next week of king lays groundwork for deeper economic co-operation
            "
224,level+of+innovation,2019-05-30,Exports by Enterprise Ireland clients reach record high," Majority of markets, including UK, grew in 2018 despite Brexit and trade uncertainty
            "
225,level+of+innovation,2018-11-19,‘Smart Atlantic way’ could narrow east-west economic divide – report," Finnish Helsinki region and Scottish highlands already providing models
            "
226,level+of+innovation,2018-11-06,Shanghai expo sends clear message to Trump," Huge trade fair invites foreign companies to showcase goods to Chinese consumers
            "
227,level+of+innovation,2018-10-20,France faces growing threat of skills shortages," A key dynamic that could put a brake on France’s growth is difficulties in recruiting
            "
228,level+of+innovation,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
229,level+of+innovation,2019-10-04,Ireland needs a plan for White House contender and Big Tech critic Warren," Senator’s plan to ‘break up’ Facebook, Google and Amazon creates dilemma for State
            "
230,level+of+innovation,2019-08-08,Merging two economies: How would a united Ireland add up?," Smart Money: Taoiseach spoke of new state – research shows the economic challenges
                    "
231,level+of+innovation,2019-07-05,Brexit binds Ireland closer to Germany in pushing ambitious joint agenda," Whether for inward investment, exports or tourism, Germany is a top five country for Ireland with potential for much more
            "
